"REF_DATE","GEO","DGUID","Educational attainment level","Labour force and education status","Age group","Sex","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Manitoba","2021A000246","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932066","9.1.5.1.1.1","47","","","","0"
"2018","Manitoba","2021A000246","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932066","9.1.5.1.1.1","46","","","","0"
"2019","Manitoba","2021A000246","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932066","9.1.5.1.1.1","47","","","","0"
"2020","Manitoba","2021A000246","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932066","9.1.5.1.1.1","45","","","","0"
"2021","Manitoba","2021A000246","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932066","9.1.5.1.1.1","45","","","","0"
"2022","Manitoba","2021A000246","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932066","9.1.5.1.1.1","48","","","","0"
"2004","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","11","","","","0"
"2005","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2006","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","10","","","","0"
"2007","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","11","","","","0"
"2008","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","10","","","","0"
"2009","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2010","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2011","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2012","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2013","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2014","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2015","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","12","","","","0"
"2016","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","13","","","","0"
"2017","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","13","","","","0"
"2018","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","13","","","","0"
"2019","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","13","","","","0"
"2020","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","13","","","","0"
"2021","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","13","","","","0"
"2022","Manitoba","2021A000246","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247932102","9.1.6.1.1.1","11","","","","0"
"2004","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2005","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2006","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2007","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2008","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2009","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2010","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2011","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2012","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2013","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2014","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2015","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2016","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2017","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2018","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2019","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2020","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2021","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2022","Saskatchewan","2021A000247","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933074","10.1.1.1.1.1","100","","","","0"
"2004","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","42","","","","0"
"2005","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","41","","","","0"
"2006","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","43","","","","0"
"2007","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","40","","","","0"
"2008","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","39","","","","0"
"2009","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","38","","","","0"
"2010","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","38","","","","0"
"2011","Saskatchewan","2021A000247","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247933110","10.1.2.1.1.1","38","","","","0"
